Network_Latency_ms,Packet_Loss_%,Temperature_C,Vibration_Hz,Power_Consumption_kW,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
44.308,4.422,58.07,2.745,2.948,6.029,296.698,0.751,4.483,2
39.081,0.721,81.296,4.399,3.033,2.441,406.542,0.123,4.976,2
3.723,1.826,40.972,1.831,7.448,5.275,180.497,0.968,4.792,1
11.095,2.754,66.866,2.761,8.972,8.797,89.508,0.193,4.978,1
6.682,2.333,63.919,4.233,1.765,1.327,138.621,0.842,10.75,1
3.83,0.725,71.336,1.48,1.59,6.542,67.202,0.254,13.415,1
30.562,1.527,73.725,4.738,6.097,1.001,165.341,0.672,2.664,1
43.464,3.651,65.847,0.124,8.037,7.724,380.725,0.012,5.496,1
48.753,1.036,76.183,2.442,6.274,7.573,91.272,0.383,8.049,1
27.799,4.841,43.76,2.571,8.024,4.414,462.539,0.349,6.178,1
44.115,2.949,82.418,1.139,2.858,9.167,378.578,0.647,4.423,2
13.107,2.903,84.726,0.172,5.225,7.489,374.053,0.794,6.026,1
10.106,2.524,43.671,3.702,9.784,8.094,459.908,0.307,8.717,1
14.495,0.146,89.409,3.558,7.228,1.173,252.202,0.096,6.986,1
11.198,0.446,77.143,3.318,4.167,6.705,457.829,0.078,9.253,1
4.951,4.909,36.012,3.994,1.644,2.17,293.706,0.726,14.448,1
13.681,2.417,53.202,3.216,6.698,2.671,424.687,0.148,10.934,1
42.531,3.476,30.45,3.532,8.716,9.081,313.915,0.725,8.422,1
12.106,4.53,57.135,4.31,9.563,6.378,216.048,0.057,2.669,2
14.166,0.822,71.276,0.506,9.824,1.931,445.738,0.053,2.592,2
44.795,3.611,51.781,4.205,3.714,0.397,241.442,0.006,7.713,1
16.831,2.597,39.571,1.553,3.326,8.125,468.351,0.615,4.56,2
36.527,0.127,87.458,2.925,5.387,7.967,112.207,0.415,13.646,1
2.081,1.097,39.163,0.743,8.434,2.638,196.685,0.758,4.091,1
24.767,2.887,88.362,1.916,4.727,1.612,405.632,0.36,4.087,2
34.509,2.839,70.178,0.461,2.774,8.026,95.872,0.662,13.414,1
8.671,0.03,38.244,2.191,3.233,7.826,385.019,0.984,0.795,2
39.243,0.583,80.477,1.553,8.803,0.516,279.518,0.021,0.986,2
10.742,1.795,82.664,4.667,6.454,2.322,244.137,0.803,14.749,1
24.286,4.74,38.956,1.561,8.34,6.762,238.727,0.193,9.576,1
22.093,0.755,64.934,0.57,7.323,0.746,442.959,0.832,13.035,1
23.404,1.217,83.075,0.375,4.086,8.846,293.549,0.957,10.992,1
7.295,3.173,76.354,1.597,7.229,3.322,95.264,0.866,13.699,1
31.661,2.398,42.395,4.365,1.929,8.865,107.373,0.187,2.833,1
32.983,4.799,35.812,3.027,5.964,9.808,180.59,0.526,2.8,1
29.594,0.906,64.901,2.51,2.035,0.815,434.52,0.595,6.13,1
43.984,2.035,58.904,0.559,4.549,0.367,86.002,0.271,11.409,1
12.518,3.862,88.137,3.399,5.28,5.344,431.69,0.014,8.812,1
20.32,1.232,55.857,3.219,5.018,6.177,453.299,0.964,3.487,2
43.673,0.363,38.631,2.11,2.54,5.848,181.001,0.6,1.31,1
44.88,0.263,52.766,4.035,9.81,6.478,493.848,0.901,9.733,1
10.304,2.778,32.902,1.502,7.458,5.906,223.429,0.816,6.219,1
8.557,4.192,58.321,4.595,1.629,6.614,428.105,0.744,11.074,1
42.742,1.189,89.346,3.398,2.744,3.792,463.255,0.091,14.018,1
31.125,0.359,71.815,0.603,8.99,0.247,260.3,0.694,13.006,1
37.815,1.363,52.964,3.584,3.121,9.462,484.386,0.35,5.025,1
24.281,2.01,84.333,2.13,5.368,1.977,423.691,0.345,3.928,2
14.394,4.379,47.884,1.327,6.632,6.041,94.293,0.037,11.305,1
6.354,3.912,60.536,3.848,3.569,1.208,174.746,0.415,8.302,1
5.915,3.52,79.276,2.675,9.615,7.142,373.3,0.392,2.464,2
33.765,0.795,71.832,4.307,5.334,6.264,91.814,0.442,7.772,1
49.816,4.1,33.055,2.535,7.303,7.951,100.589,0.037,13.808,1
12.522,3.637,83.426,4.25,7.329,8.971,486.265,0.547,5.063,1
47.772,0.615,67.616,1.331,6.912,5.321,82.643,0.288,2.831,1
49.0,1.249,89.259,3.537,3.521,6.093,166.268,0.852,2.593,1
25.26,1.171,84.401,0.522,4.3,7.37,346.515,0.392,4.419,2
3.904,2.65,57.85,3.26,4.835,7.159,243.801,0.909,7.526,1
3.979,0.436,75.933,2.594,3.749,9.038,113.772,0.266,10.261,1
44.206,1.663,75.209,0.794,9.818,0.393,167.865,0.114,7.533,1
4.851,3.648,32.278,3.197,5.147,0.471,412.386,0.25,12.025,1
42.215,0.739,61.537,4.518,5.474,6.062,415.047,0.547,7.186,1
11.464,4.262,56.048,2.425,9.868,9.283,169.803,0.624,3.433,1
8.018,4.606,44.705,0.806,4.02,6.565,361.064,0.357,9.877,1
28.635,1.581,33.231,2.527,9.179,7.935,226.111,0.687,10.646,1
19.634,0.792,67.074,4.32,7.218,7.838,341.662,0.598,10.918,1
9.678,4.506,55.387,3.291,8.619,2.763,452.548,0.411,9.325,1
27.307,1.342,31.333,2.445,5.003,7.293,411.069,0.379,6.897,1
9.972,2.775,88.959,2.485,2.28,2.648,263.675,0.471,8.464,1
11.096,4.26,89.72,4.347,5.962,9.289,406.546,0.882,14.314,1
22.821,1.242,85.039,2.375,9.345,3.824,61.259,0.312,7.574,1
32.356,3.25,48.548,1.036,9.553,9.434,259.981,0.756,4.136,2
12.458,4.917,71.14,3.576,2.17,8.889,276.488,0.871,8.38,1
12.752,0.932,78.083,0.422,9.781,9.073,468.967,0.852,5.713,1
7.602,1.033,39.415,2.463,6.034,5.607,101.373,0.63,9.26,1
26.693,1.482,59.057,0.353,5.262,0.062,235.863,0.085,0.59,2
23.133,3.712,74.263,2.88,5.85,4.515,266.434,0.002,4.881,2
11.739,3.781,47.891,2.934,3.423,7.036,390.364,0.142,12.256,1
33.882,2.833,35.874,4.388,3.518,4.28,259.955,0.732,10.909,1
37.242,1.68,63.017,1.652,6.021,8.233,331.751,0.708,1.9,2
24.675,2.524,54.651,1.393,8.827,7.289,88.534,0.325,0.355,1
16.904,3.281,57.089,2.595,5.755,3.083,342.88,0.727,12.057,1
3.827,2.602,79.661,4.134,2.643,4.087,271.853,0.736,8.407,1
43.334,3.966,54.355,1.255,5.416,4.402,410.406,0.439,2.938,2
30.711,1.001,65.021,2.949,7.107,2.624,193.836,0.548,7.442,1
10.177,1.099,82.719,2.074,9.322,6.284,376.004,0.299,13.96,1
30.279,2.993,68.689,1.975,4.514,5.189,415.14,0.798,3.252,2
36.378,1.852,73.919,3.634,9.317,7.931,227.895,0.376,6.237,1
21.746,3.672,68.62,2.52,9.948,1.247,391.208,0.857,7.258,1
10.244,1.633,53.049,0.814,6.165,6.08,296.808,0.002,1.255,2
30.041,4.558,36.666,2.737,6.748,0.799,383.29,0.457,12.019,1
25.723,5.0,53.117,1.721,4.3,9.211,156.054,0.839,2.225,1
5.247,2.508,66.396,1.23,8.419,1.915,190.417,0.357,13.785,1
40.279,0.711,31.725,1.02,8.782,7.352,152.771,0.774,7.399,1
48.308,3.761,78.458,0.906,1.502,8.613,207.345,0.113,0.72,2
8.311,4.835,83.284,1.22,3.266,7.203,74.877,0.184,12.967,1
19.444,4.783,31.884,2.154,9.603,0.462,444.182,0.883,7.775,1
34.282,1.332,63.357,2.261,5.946,3.093,133.925,0.13,7.33,1
28.078,0.801,86.6,2.079,3.744,4.969,431.609,0.353,11.491,1
18.243,4.823,58.276,4.47,3.745,0.028,447.63,0.702,3.715,2
22.895,2.827,82.466,4.058,4.532,0.754,299.63,0.521,8.995,1
37.447,3.646,41.749,4.054,4.423,3.77,236.178,0.465,6.777,1
22.414,0.045,35.074,1.259,6.997,1.996,475.051,0.074,0.744,0
19.498,4.758,80.96,1.988,7.395,4.896,79.069,0.954,14.905,1
49.977,0.529,58.361,1.25,6.051,2.876,410.274,0.594,13.224,1
3.811,4.653,50.18,3.626,9.091,2.539,387.631,0.313,1.525,2
41.991,1.731,63.002,4.391,8.532,2.002,407.085,0.429,5.912,1
15.432,1.258,73.926,2.748,7.428,9.133,208.987,0.894,13.866,1
40.955,3.258,59.095,4.358,7.861,4.195,179.474,0.804,6.773,1
43.494,2.596,50.901,4.517,4.732,3.067,432.529,0.707,6.761,1
5.005,0.992,84.037,3.388,4.155,4.322,428.297,0.088,2.305,2
32.786,0.711,67.33,2.085,2.81,5.712,315.889,0.601,5.451,1
20.558,0.141,67.014,4.702,3.276,2.717,398.928,0.274,2.073,2
2.108,0.196,65.645,1.192,9.276,4.379,203.896,0.328,2.719,2
13.248,3.391,51.189,1.483,8.589,6.245,204.179,0.126,10.702,1
14.883,0.234,87.287,4.194,6.523,6.996,250.668,0.479,2.054,2
48.777,3.392,86.973,2.186,4.696,0.72,62.445,0.528,11.527,1
5.249,4.759,72.481,1.061,8.936,9.684,342.158,0.645,4.486,2
42.889,1.775,53.812,2.056,6.592,5.282,189.758,0.225,8.118,1
1.982,2.515,47.021,0.682,9.875,5.175,123.209,0.681,3.819,1
36.619,0.768,87.958,1.041,9.932,5.481,122.146,0.36,12.462,1
40.181,0.214,52.864,2.405,8.62,2.18,116.56,0.41,4.966,1
2.082,1.484,50.383,2.424,9.455,1.022,161.174,0.081,3.363,1
27.093,4.49,86.739,2.797,7.447,7.074,291.652,0.893,10.528,1
18.846,0.096,46.197,2.362,3.625,9.818,291.744,0.225,7.56,1
1.192,4.882,47.264,1.999,5.209,7.18,208.135,0.585,8.144,1
38.99,1.748,54.177,0.683,2.258,5.979,136.288,0.907,10.255,1
12.457,3.856,86.795,4.412,6.724,2.471,329.071,0.768,5.521,1
47.009,2.748,39.706,0.963,7.664,1.065,372.393,0.999,14.62,1
24.12,2.396,66.994,1.67,4.519,9.728,109.059,0.73,14.165,1
23.629,0.546,67.841,2.505,9.872,1.721,417.609,0.982,12.983,1
47.901,2.969,73.764,1.683,5.754,9.992,140.866,0.202,9.335,1
30.374,2.611,46.428,4.665,6.513,6.986,281.177,0.1,2.779,2
26.72,1.84,47.965,4.76,2.154,4.911,103.581,0.805,7.627,1
48.682,4.491,44.691,4.118,3.723,4.354,377.7,0.692,7.957,1
29.483,0.71,59.186,3.024,7.82,7.928,180.829,0.741,11.48,1
16.438,3.152,56.308,2.271,1.561,9.141,266.46,0.178,3.074,2
27.267,4.045,67.922,3.559,2.574,5.857,141.617,0.391,8.828,1
11.02,0.531,72.746,2.997,8.0,6.937,197.291,0.545,0.789,1
36.355,2.444,78.677,0.818,4.925,0.899,105.473,0.451,1.467,1
37.962,1.945,57.098,1.427,9.571,4.843,66.835,0.201,14.468,1
13.382,1.505,67.279,3.337,3.289,9.53,246.674,0.56,3.119,2
39.811,1.256,43.327,3.36,8.015,0.484,187.395,0.802,7.906,1
25.649,3.767,71.653,3.239,9.912,3.957,206.411,0.061,0.464,2
21.954,0.574,89.071,0.143,5.423,9.232,145.903,0.163,7.341,1
26.326,0.885,79.928,0.701,7.256,1.853,233.832,0.574,3.865,2
36.953,4.148,52.355,1.622,8.399,8.989,84.852,0.459,14.259,1
14.968,4.717,59.137,0.5,8.985,5.254,130.83,0.005,13.081,1
35.306,1.611,37.519,0.61,6.24,3.242,242.066,0.22,14.105,1
28.265,3.592,59.483,1.262,7.891,2.48,338.472,0.79,0.683,2
44.808,1.882,58.78,4.461,9.235,5.014,84.331,0.454,5.761,1
25.282,0.399,55.976,4.396,9.029,1.047,380.467,0.863,1.556,2
42.853,0.07,54.494,4.968,3.133,7.745,141.745,0.179,14.456,1
32.038,1.524,30.695,4.903,9.704,1.062,383.972,0.057,2.902,2
42.178,0.727,36.32,3.136,2.578,2.164,152.459,0.391,5.398,1
7.958,3.23,43.175,1.983,2.65,1.807,498.251,0.411,7.732,1
5.639,3.528,53.278,3.851,2.429,3.925,455.915,0.333,1.716,0
31.067,4.878,68.524,3.548,8.653,8.844,426.197,0.465,7.78,1
3.219,3.288,36.369,4.728,4.366,4.295,455.698,0.545,3.365,2
4.333,4.57,77.178,1.632,9.034,4.173,282.839,0.729,11.326,1
19.837,1.546,57.283,4.786,7.879,4.168,489.346,0.78,0.411,0
10.444,4.642,36.595,2.635,4.107,4.062,415.183,0.603,5.064,1
12.71,0.851,73.717,0.246,6.09,6.628,99.394,0.993,0.95,1
13.477,2.311,30.09,3.111,2.617,0.362,294.856,0.334,2.953,2
2.77,1.02,80.812,2.2,4.655,5.363,204.42,0.669,12.514,1
42.509,4.564,83.265,2.957,9.448,5.013,309.921,0.835,5.56,1
12.122,3.42,69.058,4.094,5.408,7.727,366.082,0.851,11.446,1
15.854,1.05,80.68,1.513,4.033,7.812,233.345,0.589,14.346,1
42.302,2.427,52.074,4.809,4.199,4.941,443.802,0.895,5.807,1
22.949,4.622,84.448,1.341,4.065,5.082,367.878,0.747,9.879,1
31.544,1.063,38.164,3.414,6.662,3.862,136.645,0.099,0.461,1
23.121,0.322,55.648,1.437,3.715,3.54,411.272,0.21,3.574,2
29.456,3.864,52.628,0.53,6.109,0.854,344.038,0.516,9.479,1
30.289,3.328,81.376,0.299,2.947,1.503,57.065,0.345,7.274,1
10.272,3.165,32.669,0.721,3.697,6.819,152.279,0.588,0.038,1
36.629,3.317,58.507,3.637,7.597,3.434,273.645,0.504,4.717,2
1.955,2.562,63.631,4.237,9.932,4.51,117.29,0.255,3.786,1
12.914,0.579,67.385,2.55,2.428,0.799,328.706,0.106,0.804,2
46.473,2.691,48.109,4.212,9.384,5.711,52.76,0.918,10.32,1
28.095,3.243,87.274,0.983,5.388,1.808,325.556,0.026,11.738,1
2.375,2.522,85.086,1.466,9.349,6.533,89.546,0.151,2.506,1
26.126,1.823,58.106,1.903,2.414,0.79,468.786,0.606,11.166,1
40.133,4.441,82.271,4.254,3.518,2.705,378.965,0.877,0.669,2
40.81,1.523,53.383,4.479,2.534,2.58,77.055,0.626,5.93,1
2.184,4.94,35.838,1.547,4.222,3.518,121.25,0.694,12.763,1
27.362,2.641,40.232,4.997,7.34,4.581,470.346,0.629,9.733,1
45.211,0.94,76.502,0.755,7.207,0.845,158.764,0.567,5.621,1
47.637,1.828,45.858,4.206,5.271,0.326,367.711,0.768,13.68,1
31.592,4.354,81.582,2.273,9.133,9.598,207.616,0.886,12.557,1
1.835,1.871,83.993,4.923,4.651,8.414,78.318,0.57,8.878,1
27.93,3.987,43.008,4.837,3.542,0.627,123.239,0.007,1.38,1
29.889,1.774,30.482,1.945,4.742,3.153,297.05,0.743,0.954,2
3.948,1.948,54.266,2.241,4.003,6.043,402.756,0.99,9.501,1
1.777,0.408,30.477,3.553,2.343,0.061,452.314,0.856,12.69,1
34.78,3.659,44.972,3.962,6.608,5.849,155.902,0.104,13.115,1
9.897,3.738,60.065,3.286,8.201,6.714,213.997,0.582,14.504,1
43.802,1.474,57.282,0.921,4.85,2.137,487.026,0.264,12.052,1
4.626,2.922,68.151,3.353,9.225,7.754,303.502,0.019,10.865,1
24.359,3.929,31.717,1.912,7.374,6.005,199.608,0.675,5.223,1
47.608,0.971,58.391,0.983,4.334,6.319,92.742,0.796,13.92,1
14.091,2.43,55.005,0.805,8.321,7.226,326.403,0.395,10.44,1
48.997,2.939,44.508,1.4,4.942,9.287,326.952,0.961,6.221,1
28.983,2.597,71.242,0.699,9.112,7.129,120.833,0.374,13.89,1
20.536,0.208,49.568,1.198,3.39,3.589,418.559,0.29,11.468,1
38.322,3.887,59.738,1.351,6.046,1.367,367.485,0.079,8.486,1
1.189,3.83,41.588,2.13,5.787,0.084,434.308,0.564,9.072,1
29.326,4.506,40.753,1.482,3.859,4.446,360.636,0.884,6.924,1
18.227,3.24,64.187,3.42,4.526,0.536,304.838,0.211,3.079,2
2.299,2.992,35.395,4.721,6.211,0.293,257.998,0.501,13.916,1
45.421,0.211,85.56,4.882,4.723,5.244,201.094,0.353,10.538,1
22.86,3.973,88.43,0.993,8.989,4.421,475.328,0.583,4.221,2
42.326,0.306,38.163,2.006,7.916,2.972,385.22,0.043,11.94,1
13.412,4.385,40.454,0.386,1.667,7.954,499.607,0.081,1.064,0
17.435,2.034,60.908,4.46,6.697,1.14,54.067,0.452,1.926,1
27.904,4.99,46.357,3.496,9.545,1.604,361.458,0.947,13.957,1
32.117,1.157,45.642,0.302,2.188,7.84,364.412,0.729,6.226,1
26.72,2.156,70.828,1.341,3.061,6.057,60.764,0.287,11.337,1
48.494,1.196,76.466,0.305,9.629,9.738,121.297,0.654,2.511,1
48.064,0.292,59.423,4.999,3.96,8.916,261.221,0.015,0.36,2
30.526,4.488,45.443,4.728,2.9,3.633,169.838,0.268,8.356,1
46.524,3.466,84.013,3.222,6.255,1.743,171.886,0.498,2.614,1
29.846,1.438,72.143,4.671,3.521,0.82,216.644,0.571,11.742,1
36.369,4.775,70.002,3.01,6.881,5.368,206.205,0.056,3.558,2
12.834,2.091,67.811,1.163,8.488,8.503,204.92,0.35,4.03,2
14.996,1.754,83.338,4.511,3.147,6.019,348.154,0.605,3.242,2
21.88,2.052,40.786,0.578,7.045,6.536,435.328,0.646,11.012,1
45.872,3.686,66.156,0.477,7.955,4.662,209.983,0.613,14.14,1
4.523,1.096,60.404,0.603,2.019,3.156,310.852,0.958,14.766,1
25.119,2.173,59.881,3.997,3.827,1.627,116.377,0.018,3.528,1
34.777,4.9,37.42,4.069,3.128,4.774,305.601,0.659,1.736,2
27.428,2.014,40.576,4.672,4.276,6.748,119.011,0.239,14.181,1
14.449,2.307,62.618,4.498,5.513,3.643,184.503,0.201,7.948,1
4.297,3.927,45.805,0.417,5.944,6.95,429.217,0.437,5.895,1
46.115,1.203,86.767,3.108,7.892,5.708,423.632,0.927,0.628,0
12.102,4.446,41.789,3.227,7.518,5.883,155.601,0.073,2.77,1
26.388,3.587,63.14,3.237,9.534,6.501,427.395,0.021,8.047,1
20.757,0.414,55.231,4.428,5.793,9.14,192.098,0.623,5.366,1
26.277,2.096,63.673,1.393,8.387,4.065,350.682,0.868,3.349,2
27.967,1.513,58.887,0.982,7.765,9.445,344.4,0.674,11.745,1
7.43,0.944,45.334,0.976,5.418,8.511,257.573,0.903,2.463,2
49.481,4.783,86.932,1.482,6.27,9.418,167.9,0.065,7.786,1
44.026,2.58,37.47,4.682,3.596,4.817,169.635,0.027,2.106,1
19.63,4.027,36.223,2.666,8.907,0.38,490.427,0.903,13.21,1
25.766,1.838,86.993,1.419,2.729,2.965,138.646,0.205,6.244,1
12.088,4.983,55.569,4.893,7.767,3.991,290.592,0.229,14.747,1
44.673,1.033,56.588,3.62,1.8,0.064,59.862,0.169,6.436,1
4.863,2.354,44.0,3.348,2.419,2.427,399.952,0.896,8.792,1
48.613,3.384,61.301,2.477,6.435,6.551,258.472,0.613,3.71,2
34.911,0.304,43.656,2.552,9.08,1.102,124.326,0.731,9.393,1
5.266,2.382,86.975,4.644,1.655,6.983,287.979,0.769,10.364,1
39.884,0.059,35.993,3.924,2.505,2.035,418.752,0.163,2.878,2
32.43,0.883,51.416,2.603,3.887,8.941,247.118,0.293,6.765,1
22.476,1.387,60.626,4.585,3.955,3.824,59.736,0.124,1.147,1
28.634,4.684,82.034,2.405,9.049,5.278,100.185,0.951,3.293,1
32.727,0.51,32.112,3.551,5.518,4.31,84.104,0.446,7.192,1
23.358,3.048,63.481,1.206,5.714,3.941,460.591,0.852,4.375,2
37.73,3.081,37.831,4.832,2.066,0.045,348.484,0.75,4.782,2
45.593,0.767,35.655,1.341,1.788,6.41,162.451,0.774,9.824,1
38.703,0.333,86.523,4.968,2.342,8.974,95.487,0.65,0.118,1
11.898,4.032,31.742,3.361,6.839,9.724,239.665,0.028,4.847,2
46.107,1.409,45.859,0.173,6.645,3.223,159.878,0.944,4.577,1
32.545,0.024,86.335,2.72,7.14,6.075,454.164,0.982,14.774,1
15.756,3.784,52.494,1.781,5.598,0.069,486.06,0.071,7.002,1
40.844,2.596,52.074,1.92,5.794,8.951,349.024,0.303,8.211,1
21.152,3.312,48.559,1.763,4.13,4.079,318.861,0.053,9.07,1
49.023,1.583,45.07,1.296,9.178,7.798,68.099,0.742,14.104,1
27.023,2.467,41.341,2.105,9.035,8.222,468.674,0.594,10.605,1
9.121,0.344,44.394,2.667,7.274,6.136,115.043,0.447,9.796,1
48.93,0.912,31.925,1.143,8.076,7.192,326.199,0.112,14.404,1
35.313,4.344,51.239,4.439,3.309,3.554,221.336,0.261,12.55,1
28.838,1.789,32.954,3.223,8.02,8.987,434.437,0.023,2.312,2
29.734,2.451,67.072,3.723,5.912,7.445,418.929,0.488,11.963,1
31.101,4.648,77.754,4.749,9.235,0.122,222.262,0.311,6.912,1
32.995,3.51,39.353,1.597,5.973,3.973,128.521,0.538,0.896,1
38.83,0.285,78.205,2.642,9.015,5.732,341.268,0.369,1.667,2
36.978,2.415,33.189,3.833,5.304,8.886,145.176,0.581,6.538,1
3.786,3.056,55.553,1.596,4.764,2.021,235.831,0.579,10.61,1
46.754,1.12,80.643,0.538,4.07,0.854,345.329,0.681,8.802,1
8.955,1.586,72.257,0.304,4.045,3.087,162.61,0.501,2.444,1
9.825,0.789,53.835,2.297,4.267,7.917,311.713,0.575,12.851,1
23.831,0.999,72.716,1.886,2.332,6.528,322.052,0.955,14.743,1
32.66,0.135,35.301,2.887,2.551,2.877,236.991,0.554,7.105,1
43.991,3.048,41.401,3.366,9.031,7.902,138.841,0.889,1.661,1
8.453,1.211,75.545,4.033,7.012,6.949,410.635,0.02,13.122,1
9.017,4.553,58.899,0.688,4.37,9.997,378.694,0.184,8.143,1
31.517,4.75,49.615,2.419,3.576,6.6,394.002,0.481,11.777,1
9.604,3.708,35.176,2.954,4.036,3.429,429.632,0.222,11.66,1
35.957,0.856,53.355,1.783,7.794,4.767,369.343,0.158,3.899,2
35.533,1.798,48.484,3.133,3.331,0.075,93.516,0.013,2.167,1
42.452,2.658,38.002,4.665,1.553,1.481,232.231,0.102,5.417,1
19.604,0.701,60.942,3.255,8.632,5.291,54.933,0.014,3.0,1
9.279,3.458,38.988,3.996,7.624,0.912,89.91,0.439,13.698,1
25.777,3.222,83.368,2.312,9.026,4.785,431.326,0.775,9.217,1
18.798,0.858,89.693,2.672,5.224,7.07,349.443,0.476,10.513,1
37.933,1.797,39.294,4.42,6.936,2.938,417.87,0.427,9.251,1
28.416,3.962,37.947,4.08,9.883,8.377,418.236,0.544,5.413,1
1.078,2.112,58.975,1.072,9.952,1.446,289.707,0.005,2.382,2
44.573,1.235,88.723,4.785,9.954,5.673,80.056,0.955,14.188,1
4.015,1.681,56.786,1.829,4.44,5.176,212.797,0.923,3.355,2
37.835,3.778,54.374,1.858,8.186,8.12,273.157,0.603,2.946,2
40.86,4.343,87.318,3.016,7.568,4.807,214.369,0.754,7.034,1
14.752,0.805,57.221,0.247,1.75,6.494,95.015,0.31,5.015,1
12.478,2.898,77.888,4.31,5.104,0.778,58.537,0.663,12.98,1
45.608,2.742,56.179,4.851,9.342,0.028,302.844,0.003,11.929,1
29.666,5.0,72.045,3.865,4.345,1.436,439.228,0.837,13.038,1
28.215,4.852,85.186,1.842,6.97,5.387,456.444,0.108,2.511,2
47.512,0.456,68.942,2.013,2.032,6.783,117.727,0.526,3.192,1
17.901,0.648,88.223,3.325,5.054,3.978,168.59,0.719,1.555,1
38.204,2.969,74.012,0.302,7.466,3.672,201.557,0.44,12.552,1
17.272,2.561,33.79,0.66,6.191,0.204,237.882,0.272,10.289,1
32.671,1.149,32.365,3.527,8.741,3.587,228.995,0.974,9.181,1
16.333,2.326,38.636,2.743,8.534,5.617,224.543,0.671,6.196,1
6.833,3.399,38.605,0.392,6.899,6.82,482.061,0.152,8.519,1
49.968,0.912,31.672,2.155,3.23,2.309,223.065,0.146,12.44,1
25.098,3.544,52.468,1.724,4.511,4.658,282.457,0.874,4.593,2
48.936,3.018,89.561,4.032,9.267,1.354,215.462,0.728,6.488,1
24.105,1.096,65.026,0.667,3.887,6.756,380.797,0.252,3.904,2
31.607,4.33,74.366,0.424,4.38,8.146,422.391,0.775,1.886,0
18.243,2.212,57.161,0.34,3.437,7.809,102.492,0.267,6.646,1
42.133,4.964,40.577,1.816,2.839,2.037,490.149,0.367,8.224,1
13.639,0.331,51.072,4.629,6.636,9.298,274.306,0.675,12.531,1
36.637,0.56,43.39,1.073,6.051,0.278,383.933,0.119,2.847,2
2.495,0.638,63.114,1.742,2.975,9.354,221.476,0.118,14.296,1
20.132,1.011,58.033,2.59,6.843,6.591,54.846,0.292,8.426,1
26.353,0.485,81.192,1.318,5.641,6.549,348.013,0.95,4.359,2
33.026,2.418,42.695,4.464,8.674,6.949,396.933,0.802,5.067,1
17.68,2.824,64.381,0.95,5.774,6.282,362.667,0.684,0.023,2
38.108,3.316,31.249,2.649,8.098,5.513,481.232,0.718,10.331,1
4.444,4.587,77.928,2.309,8.312,8.879,291.422,0.915,8.369,1
23.573,2.626,63.595,0.147,5.999,8.901,265.715,0.952,0.689,2
22.372,0.614,33.84,2.543,9.785,6.372,370.808,0.889,0.918,2
10.565,2.378,78.944,4.973,4.151,0.016,60.121,0.719,13.297,1
9.747,0.031,33.734,4.835,4.959,8.151,365.893,0.502,0.815,2
26.699,0.983,55.848,4.068,1.574,3.144,120.297,0.522,10.092,1
22.453,2.502,81.946,0.573,9.702,4.052,117.922,0.342,10.889,1
26.078,2.922,33.508,4.704,8.255,2.62,284.34,0.951,1.401,2
17.914,1.312,45.22,4.707,2.841,0.87,338.971,0.233,4.245,2
22.898,3.809,48.487,2.37,4.226,1.681,62.349,0.477,8.076,1
11.582,3.47,63.107,2.829,4.085,4.509,235.981,0.469,1.846,2
47.092,0.552,59.443,0.113,3.544,3.891,187.518,0.039,2.085,1
19.051,3.971,80.692,3.147,6.087,4.274,246.451,0.044,0.951,2
38.472,4.884,83.795,2.866,8.659,1.507,202.932,0.437,1.131,2
28.271,3.63,50.931,0.458,7.802,2.738,246.967,0.512,5.108,1
22.517,4.929,84.0,3.155,5.949,8.635,50.718,0.619,0.516,1
7.582,0.245,53.56,4.049,4.246,7.278,163.947,0.618,11.8,1
39.668,0.327,76.791,3.916,7.009,2.333,154.756,0.197,4.53,1
27.546,2.715,65.055,1.548,3.621,8.837,306.471,0.032,7.771,1
23.605,2.465,78.828,0.387,9.295,6.183,482.551,0.912,3.3,2
6.427,1.841,66.507,0.546,2.86,9.443,393.149,0.189,14.719,1
35.759,2.238,77.801,0.459,2.656,9.273,250.468,0.819,6.95,1
11.061,3.973,64.841,4.771,8.154,0.53,207.916,0.763,7.205,1
1.538,4.964,37.035,2.59,3.518,8.194,287.465,0.366,11.63,1
13.706,1.587,77.331,1.037,6.439,9.223,205.286,0.882,13.386,1
32.906,3.755,71.578,3.123,4.38,2.82,322.074,0.828,1.447,2
47.307,0.638,76.606,0.779,3.985,8.456,422.637,0.609,5.549,1
36.832,1.61,35.79,0.319,8.766,6.992,76.916,0.433,0.401,1
39.119,1.417,71.384,1.938,5.903,7.348,102.53,0.59,2.295,1
40.84,2.144,76.506,4.355,4.112,0.45,353.088,0.256,9.328,1
29.162,1.887,52.185,2.533,2.72,3.305,134.652,0.442,6.778,1
48.579,3.119,87.148,2.32,7.019,0.821,177.99,0.823,14.342,1
25.8,0.533,70.651,1.174,8.771,7.132,387.358,0.702,0.418,2
39.944,1.266,33.556,4.462,5.931,3.77,225.593,0.222,10.67,1
39.045,0.871,70.078,1.865,8.064,9.792,454.447,0.658,9.115,1
4.229,0.713,30.865,4.889,5.676,4.433,310.004,0.273,6.381,1
1.353,2.615,39.948,1.271,8.533,3.003,384.277,0.155,8.29,1
6.85,3.585,53.209,4.896,1.556,8.261,299.392,0.936,6.442,1
